,cpu_use,target,timestamp,mem_use_percent,mem_use_amount,file_write_rate,file_read_rate,net_send_rate,file_recieve_rate
0,3.1060974012132614,ts-food-map-service,1567085400.0,0.3161430358886719,790839296,0.0,0.0,10002.211073950204,5544.379412857674
1,3.3673716079540914,ts-food-map-service,1567085460.0,0.3161582946777344,790884352,0.0,0.0,9714.959496908974,11249.893412918354
2,2.842647632121413,ts-food-map-service,1567085520.0,0.3161659240722656,790904832,0.0,0.0,8116.681438576707,4719.54095138276
3,3.0857089029674545,ts-food-map-service,1567085580.0,0.31616973876953125,790917120,0.0,0.0,10753.484595606476,6266.859127610627
4,3.1030033134032853,ts-food-map-service,1567085640.0,0.3161773681640625,790929408,0.0,0.0,10430.763507858272,5999.2932204966055
5,3.0288344195927275,ts-food-map-service,1567085700.0,0.3161888122558594,790953984,0.0,0.0,9692.797605797532,5275.135415893746
6,3.4302560361815053,ts-food-map-service,1567085760.0,0.3161964416503906,790974464,0.0,0.0,10967.441208970788,6395.218900284812
7,3.755618932952915,ts-food-map-service,1567085820.0,0.3162078857421875,790978560,0.0,0.0,10683.384379785604,10956.100051046453
8,3.3350883702524396,ts-food-map-service,1567085880.0,0.31622314453125,791011328,0.0,0.0,9322.898197399527,5415.770907210401
9,3.031678455171243,ts-food-map-service,1567085940.0,0.31622314453125,791109632,0.0,0.0,8992.5300746086,5086.36647961635
10,2.798865983469061,ts-food-map-service,1567086000.0,0.31623077392578125,791126016,0.0,0.0,6947.736726050126,3780.6505927429916
11,2.9909677521411835,ts-food-map-service,1567086060.0,0.31624603271484375,791158784,0.0,0.0,6840.796677706169,3679.8107768638383
12,3.0674466629566832,ts-food-map-service,1567086120.0,0.31624603271484375,791158784,0.0,0.0,9155.086143173936,5026.563181137582
13,3.0316489464444247,ts-food-map-service,1567086180.0,0.3162498474121094,791166976,0.0,0.0,8912.639535700077,4685.099810442068
14,2.897678591822591,ts-food-map-service,1567086240.0,0.3162498474121094,791166976,0.0,0.0,8151.1570487169465,4600.916103325558
15,2.471310451213294,ts-food-map-service,1567086300.0,0.3162651062011719,791199744,0.0,0.0,9622.0079959847,5416.907526956161
16,3.069982279676882,ts-food-map-service,1567086360.0,0.3162651062011719,791199744,0.0,0.0,8224.97427319971,4715.627293859201
17,2.4703068498929595,ts-food-map-service,1567086420.0,0.3162689208984375,791207936,0.0,0.0,8976.476394143774,5000.849920491309
18,3.076993135048905,ts-food-map-service,1567086480.0,0.3162803649902344,791265280,0.0,0.0,9544.768043662369,5460.113390420626
19,2.9536290372685317,ts-food-map-service,1567086540.0,0.3162841796875,791302144,0.0,0.0,8906.818566216445,4840.191364438108
20,2.410470131948291,ts-food-map-service,1567086600.0,0.3162841796875,791306240,0.0,0.0,8785.25979791147,4902.718471229865
21,2.5625607817436586,ts-food-map-service,1567086660.0,0.3162879943847656,791314432,0.0,0.0,8229.693286828951,4469.862044994186
22,2.1386456315081377,ts-food-map-service,1567086720.0,0.31629180908203125,791322624,0.0,0.0,8614.620795009707,4892.640802860084
23,2.761489403864403,ts-food-map-service,1567086780.0,0.3163032531738281,791347200,0.0,0.0,7232.5376569508,4008.6795600881164
24,2.4175431983802573,ts-food-map-service,1567086840.0,0.31630706787109375,791355392,0.0,0.0,9081.849224507629,4986.835600216149
25,3.072077388545432,ts-food-map-service,1567086900.0,0.31630706787109375,791355392,0.0,0.0,9136.969852909644,5069.814314507484
26,3.18110132543095,ts-food-map-service,1567086960.0,0.316314697265625,791371776,0.0,0.0,9099.205049843556,5180.782944044241
27,2.55995867945375,ts-food-map-service,1567087020.0,0.3163185119628906,791379968,0.0,0.0,9591.759548698134,9191.429639013188
28,3.280770242743203,ts-food-map-service,1567087080.0,0.31632232666015625,791388160,0.0,0.0,10095.74332459806,5732.573128408528
