,cpu_use,target,timestamp,mem_use_percent,mem_use_amount,file_write_rate,file_read_rate,net_send_rate,file_recieve_rate
27,3.0808806474649284,ts-food-map-service,1567085220.0,0.3161354064941406,790814720,0.0,0.0,9603.687227307724,11781.061967091568
28,3.432335786928013,ts-food-map-service,1567085280.0,0.31613922119140625,790822912,0.0,0.0,9996.217631655514,5668.30420089076
29,4.030357106060549,ts-food-map-service,1567085340.0,0.31613922119140625,790822912,0.0,0.0,10504.268737011615,6208.803764045449
30,3.1060974012132614,ts-food-map-service,1567085400.0,0.3161430358886719,790839296,0.0,0.0,10002.211073950204,5544.379412857674
0,5.384780593887388,ts-food-service,1567083600.0,0.31719970703125,794947584,0.0,0.0,36151.684404960855,14896.934646846688
1,4.797904504082242,ts-food-service,1567083660.0,0.317413330078125,795283456,0.0,0.0,30952.495121271255,13494.675216057987
2,5.0971548555128114,ts-food-service,1567083720.0,0.3171501159667969,795369472,0.0,0.0,33687.77157045314,9254.733085040349
3,5.576022971188672,ts-food-service,1567083780.0,0.317352294921875,795807744,0.0,0.0,34532.35716613754,9635.265146485435
4,4.823018061465012,ts-food-service,1567083840.0,0.3173561096191406,795815936,0.0,0.0,31498.94033171308,8645.670121571895
5,4.877312169971818,ts-food-service,1567083900.0,0.31729888916015625,795693056,0.0,0.0,30871.210043873394,8479.66938263867
6,5.359453593822128,ts-food-service,1567083960.0,0.31731414794921875,795627520,0.0,0.0,29708.91137011778,8345.10263807904
7,4.181298418799853,ts-food-service,1567084020.0,0.3173408508300781,795553792,0.0,0.0,30257.874872985918,8478.806793438815
8,5.3112510263000745,ts-food-service,1567084080.0,0.3173484802246094,795570176,0.0,0.0,36017.12310460952,9994.13787573722
9,5.779176606919399,ts-food-service,1567084140.0,0.3173561096191406,795815936,0.0,0.0,36452.482790884176,9947.50384281227
10,4.8178857519661475,ts-food-service,1567084200.0,0.3173713684082031,795860992,0.0,0.0,29067.065569683375,12445.368985290454
11,5.043316910634662,ts-food-service,1567084260.0,0.31740570068359375,795901952,0.0,0.0,34457.409596122394,9671.585306161433
12,5.695154142312098,ts-food-service,1567084320.0,0.3174400329589844,796000256,0.0,0.0,34222.35549463102,9478.39844642449
13,4.963721486711084,ts-food-service,1567084380.0,0.3174285888671875,795971584,0.0,0.0,30413.55401018036,8303.382869550078
14,4.486438712088933,ts-food-service,1567084440.0,0.3173980712890625,795918336,0.0,0.0,29734.223272845258,8248.198104243436
15,5.352318406552756,ts-food-service,1567084500.0,0.3173332214355469,795766784,0.0,0.0,28660.459489271347,8075.979324467293
16,4.588776551366381,ts-food-service,1567084560.0,0.31732940673828125,795758592,0.0,0.0,29560.56979926485,8198.273196761673
17,5.141069263681603,ts-food-service,1567084620.0,0.3176727294921875,796291072,0.0,0.0,30775.556054819142,8549.867071070172
18,3.8508604733917546,ts-food-service,1567084680.0,0.3176765441894531,796278784,0.0,0.0,25994.809925577672,7128.030622922348
19,4.503785594502166,ts-food-service,1567084740.0,0.31764984130859375,796512256,0.0,0.0,27062.261653730537,7457.366862577953
20,5.122853334912779,ts-food-service,1567084800.0,0.31766510009765625,796434432,0.0,0.0,32119.309262166404,8907.071722919938
21,4.90275772707427,ts-food-service,1567084860.0,0.317626953125,796397568,0.0,0.0,32072.009945347498,8854.303004714657
22,5.052021672073522,ts-food-service,1567084920.0,0.3176078796386719,796356608,0.0,0.0,33105.281856939844,9231.094698764051
23,4.04995209148938,ts-food-service,1567084980.0,0.3176078796386719,796356608,0.0,0.0,31343.702626295733,8555.94706436678
24,5.025783238348385,ts-food-service,1567085040.0,0.3177452087402344,795901952,0.0,0.0,31999.06934985876,8807.76052729542
25,4.577170740237701,ts-food-service,1567085100.0,0.3175697326660156,795701248,0.0,0.0,27737.061003520103,7642.494510728766
26,5.042564984588792,ts-food-service,1567085160.0,0.3176002502441406,795770880,0.0,0.0,32711.204702179846,9065.673161475448
27,4.606262580512729,ts-food-service,1567085220.0,0.31760406494140625,795807744,0.0,0.0,27805.338030381223,7640.058787892386
28,4.504454349525048,ts-food-service,1567085280.0,0.3176536560058594,795897856,0.0,0.0,33083.109045796715,9023.108625257582
29,4.898320300903503,ts-food-service,1567085340.0,0.3176727294921875,795942912,0.0,0.0,32269.46455402267,8879.547420662022
30,4.290231717741796,ts-food-service,1567085400.0,0.3181343078613281,796921856,0.0,0.0,27678.32390757642,7631.651652360769
0,38.518681379937,ts-auth-service,1567083600.0,0.28522491455078125,724500480,0.0,0.0,7839.516248701588,2407.849829351536
1,28.117381246477084,ts-auth-service,1567083660.0,0.28520965576171875,724516864,0.0,0.0,7441.630071649192,7045.195722059967
2,29.176478626449175,ts-auth-service,1567083720.0,0.28520965576171875,724647936,0.0,0.0,7115.459050211607,2233.6828225686395
3,31.650941099944635,ts-auth-service,1567083780.0,0.2852210998535156,724672512,0.0,0.0,7020.479075059193,2289.197749146705
4,28.299075472563352,ts-auth-service,1567083840.0,0.2852363586425781,724705280,0.0,0.0,6967.837120094423,2123.4508704632635
5,29.72575386874637,ts-auth-service,1567083900.0,0.2852363586425781,724705280,0.0,0.0,6693.406998158379,2108.024204156801
6,30.552325118767893,ts-auth-service,1567083960.0,0.2852439880371094,724721664,0.0,0.0,7218.709253444877,2292.2590672494184
7,30.78256221017558,ts-auth-service,1567084020.0,0.2852439880371094,724721664,0.0,0.0,7043.423195223449,2189.1849104396597
8,32.07455470398718,ts-auth-service,1567084080.0,0.28525543212890625,724754432,0.0,0.0,7586.51071882853,2378.297603904901
9,31.457443168546945,ts-auth-service,1567084140.0,0.28525543212890625,724754432,0.0,0.0,7858.624289525576,2406.5769632293236
10,25.44730148327816,ts-auth-service,1567084200.0,0.28525543212890625,724762624,0.0,0.0,6331.690434990155,1888.823915508085
11,27.96310763938463,ts-auth-service,1567084260.0,0.2852630615234375,724779008,0.0,0.0,6975.636960289075,2182.3494708897165
12,30.72308282405281,ts-auth-service,1567084320.0,0.2854766845703125,725065728,0.0,0.0,7565.952554875638,2304.4774689546985
13,29.319162466023997,ts-auth-service,1567084380.0,0.28548431396484375,725123072,0.0,0.0,6671.848839990433,2089.404448696484
14,24.501983982218068,ts-auth-service,1567084440.0,0.28549957275390625,725155840,0.0,0.0,6510.115527362033,2020.803735641678
15,32.103783106883654,ts-auth-service,1567084500.0,0.28539276123046875,724926464,0.0,0.0,7132.06417752504,2286.2120936795186
16,28.92838577316219,ts-auth-service,1567084560.0,0.28539276123046875,724934656,0.0,0.0,6813.215323121229,2156.781449390501
17,26.07600227482603,ts-auth-service,1567084620.0,0.28539276123046875,724934656,0.0,0.0,6645.332355001167,2030.0614792827046
18,32.54189026559418,ts-auth-service,1567084680.0,0.285400390625,724885504,0.0,0.0,7218.032892754122,2292.97799974168
19,30.469278494900674,ts-auth-service,1567084740.0,0.28533935546875,724819968,0.0,0.0,6825.323427561475,2187.7986374425845
20,27.366033707936342,ts-auth-service,1567084800.0,0.285369873046875,724811776,0.0,0.0,6880.426021258074,2122.142573108214
21,31.48276996493561,ts-auth-service,1567084860.0,0.28537750244140625,724819968,0.0,0.0,7217.09256732672,2225.9178681613134
22,30.493815825991927,ts-auth-service,1567084920.0,0.28537750244140625,724828160,0.0,0.0,7722.1880004927925,7997.338918319575
23,30.980049109163765,ts-auth-service,1567084980.0,0.28539276123046875,724893696,0.0,0.0,6860.454013254367,2078.480408316377
24,27.08075580954667,ts-auth-service,1567085040.0,0.28536224365234375,724828160,0.0,0.0,6679.298807099215,2039.444698449645
25,25.316358123337203,ts-auth-service,1567085100.0,0.28536224365234375,724828160,0.0,0.0,6584.038522819814,1938.0849532037437
26,28.06185290829799,ts-auth-service,1567085160.0,0.285369873046875,724844544,0.0,0.0,7083.85858490119,2104.995023932515
27,26.48202904051868,ts-auth-service,1567085220.0,0.285369873046875,725106688,0.0,0.0,6521.915816949081,2063.683724680892
28,24.986476731929162,ts-auth-service,1567085280.0,0.2855339050292969,725196800,0.0,0.0,6536.027010239046,2039.3531969463206
29,27.38418414670125,ts-auth-service,1567085340.0,0.2855491638183594,725221376,0.0,0.0,7258.231248656781,2179.3896410917687
30,25.21785377627997,ts-auth-service,1567085400.0,0.2855491638183594,725278720,0.0,0.0,6543.640826578377,1975.3301366213796
0,18.939222407618523,ts-order-service,1567083600.0,0.403839111328125,998535168,0.0,0.0,52847.52407821773,50336.997762428255
1,22.012708738754206,ts-order-service,1567083660.0,0.4039764404296875,998928384,0.0,0.0,73734.17775457811,71666.83001139862
2,20.497209242706308,ts-order-service,1567083720.0,0.4038658142089844,998711296,0.0,0.0,57185.19372693727,43437.59710623422
3,21.16758081922377,ts-order-service,1567083780.0,0.4040184020996094,998998016,0.0,0.0,71345.40685856667,58623.40830109502
4,18.723165342636978,ts-order-service,1567083840.0,0.40399932861328125,998977536,0.0,0.0,50123.9964437739,32837.00630421897
5,15.9473507145564,ts-order-service,1567083900.0,0.4040031433105469,999022592,0.0,0.0,42347.592273005626,26498.803095251355
6,20.475459788146804,ts-order-service,1567083960.0,0.4039497375488281,998887424,0.0,0.0,59592.82657008807,48694.25467116635
7,20.862512672419655,ts-order-service,1567084020.0,0.4041175842285156,999227392,0.0,0.0,64584.20221804398,52943.73447821672
8,20.293744255497717,ts-order-service,1567084080.0,0.4041175842285156,999227392,0.0,0.0,55941.97894018843,48562.97693652215
9,23.52864006263829,ts-order-service,1567084140.0,0.4045524597167969,1000165376,0.0,0.0,76021.4776106617,87827.53050310233
10,22.64783361263194,ts-order-service,1567084200.0,0.4039573669433594,998903808,0.0,0.0,94036.77297070945,97056.79589182996
11,20.87392435665475,ts-order-service,1567084260.0,0.4039649963378906,999002112,0.0,0.0,58844.15965461957,46526.830904003946
12,22.587840442318182,ts-order-service,1567084320.0,0.4039764404296875,999034880,0.0,0.0,62458.04911736555,62498.77024849462
13,23.802529401137257,ts-order-service,1567084380.0,0.4040260314941406,999141376,0.0,0.0,94760.08206998746,98727.92659295566
14,19.97120406955872,ts-order-service,1567084440.0,0.4040412902832031,999174144,0.0,0.0,72110.7422982423,59108.025420525424
15,20.208298771998862,ts-order-service,1567084500.0,0.404327392578125,999768064,0.0,0.0,58725.51236749117,46368.504122497056
16,21.238039055161885,ts-order-service,1567084560.0,0.4041023254394531,999317504,0.0,0.0,65297.481631719704,54640.53847148069
17,20.50201196070783,ts-order-service,1567084620.0,0.4042396545410156,999620608,0.0,0.0,58651.99764598182,43193.50901283812
18,17.25573937274561,ts-order-service,1567084680.0,0.4042701721191406,999845888,0.0,0.0,45204.89359251629,35593.859974661835
19,18.727397258739188,ts-order-service,1567084740.0,0.40418243408203125,999665664,0.0,0.0,64384.8183617297,58583.69918791656
20,19.31715163305614,ts-order-service,1567084800.0,0.404205322265625,999714816,0.0,0.0,54564.24977047428,41703.964112636124
21,20.920869005892907,ts-order-service,1567084860.0,0.404205322265625,999714816,0.0,0.0,62156.15729003723,51065.59145584983
22,21.299686756879062,ts-order-service,1567084920.0,0.4042930603027344,999919616,0.0,0.0,60470.707245161044,45561.095964767264
23,24.557391061390142,ts-order-service,1567084980.0,0.404327392578125,999976960,0.0,0.0,72559.93117117902,59794.635272592626
24,17.81526566976986,ts-order-service,1567085040.0,0.4043388366699219,1000001536,0.0,0.0,50851.78475312775,36147.16500597326
25,18.77937559071694,ts-order-service,1567085100.0,0.4045143127441406,1000386560,0.0,0.0,54845.56394267586,41242.74149436605
26,18.159241797741142,ts-order-service,1567085160.0,0.4042549133300781,999829504,0.0,0.0,49764.331210191085,36216.832303274525
27,19.624154917477878,ts-order-service,1567085220.0,0.4041748046875,999657472,0.0,0.0,63492.004341534004,51567.34201640135
28,18.371736849688606,ts-order-service,1567085280.0,0.40435791015625,1000071168,0.0,0.0,51705.96264813551,41848.482968294345
29,20.83193624170868,ts-order-service,1567085340.0,0.4043731689453125,1000079360,0.0,0.0,66324.82026088811,71265.76712989445
30,20.178815619977538,ts-order-service,1567085400.0,0.40439605712890625,1000132608,0.0,0.0,77889.44028810906,80751.0236017921
0,2.3272402344494374,ts-cancel-service,1567083600.0,0.313446044921875,786952192,0.0,0.0,14651.896592562516,4076.8619091124424
1,3.18749297292035,ts-cancel-service,1567083660.0,0.31365203857421875,787394560,0.0,0.0,16017.791450362109,10226.85381016471
2,2.301874525252504,ts-cancel-service,1567083720.0,0.31331634521484375,786731008,0.0,0.0,11247.130613472335,2946.6845429029668
3,2.9220388179410905,ts-cancel-service,1567083780.0,0.3135795593261719,787234816,0.0,0.0,16219.080249557255,4478.163740117834
4,1.9277059912995398,ts-cancel-service,1567083840.0,0.3136444091796875,787398656,0.0,0.0,8904.436786791624,2347.900765407448
5,1.361880549841793,ts-cancel-service,1567083900.0,0.31365203857421875,787394560,0.0,0.0,5944.131760099586,1451.6592367191906
6,3.1431908522087784,ts-cancel-service,1567083960.0,0.31394195556640625,788017152,0.0,0.0,13621.747075255718,3685.7973997605595
7,2.6647710441865664,ts-cancel-service,1567084020.0,0.3140602111816406,788144128,0.0,0.0,11815.665909336796,3159.8182408308994
8,2.520363361617985,ts-cancel-service,1567084080.0,0.3138427734375,787804160,0.0,0.0,13459.59595959596,3653.0487523638208
9,3.4829336658182886,ts-cancel-service,1567084140.0,0.3139762878417969,788090880,0.0,0.0,21082.37728042129,5802.46490170264
10,3.1599481567341825,ts-cancel-service,1567084200.0,0.3135337829589844,787374080,0.0,0.0,17022.284332980813,4571.104828092288
11,4.002707710168646,ts-cancel-service,1567084260.0,0.313568115234375,787214336,0.0,0.0,13842.945119254193,3759.60895058578
12,3.428023352606423,ts-cancel-service,1567084320.0,0.31374359130859375,787591168,0.0,0.0,20973.265737034268,5811.089605419434
13,3.2896170717606483,ts-cancel-service,1567084380.0,0.3139228820800781,787976192,0.0,0.0,18744.095600217275,5113.460076045627
14,2.064259766293693,ts-cancel-service,1567084440.0,0.31398773193359375,788115456,0.0,0.0,11216.952503336133,2966.9055503385557
15,2.6793576468101206,ts-cancel-service,1567084500.0,0.3139801025390625,788078592,0.0,0.0,14374.425281153539,3972.899173268289
16,2.911844003882872,ts-cancel-service,1567084560.0,0.3140220642089844,788189184,0.0,0.0,13676.293472727499,3704.577906355927
17,2.1103462872174688,ts-cancel-service,1567084620.0,0.3140525817871094,788254720,0.0,0.0,12211.714238574494,3222.493537920035
18,1.651631853017543,ts-cancel-service,1567084680.0,0.3141937255859375,788557824,0.0,0.0,8040.975494309258,2128.7785881796076
19,2.485759648212578,ts-cancel-service,1567084740.0,0.3142509460449219,788680704,0.0,0.0,13787.88850518007,3706.709422792304
20,2.0880661353620305,ts-cancel-service,1567084800.0,0.314300537109375,788787200,0.0,0.0,10824.864742547983,2856.6579580753328
21,2.4706859003815898,ts-cancel-service,1567084860.0,0.3143653869628906,788926464,0.0,0.0,13375.222288085359,3646.927887930513
22,2.535010087045473,ts-cancel-service,1567084920.0,0.3144378662109375,789082112,0.0,0.0,15077.989029131382,4088.544495925866
23,3.2302301014424226,ts-cancel-service,1567084980.0,0.3145561218261719,789331968,0.0,0.0,17276.661033993012,4722.820621805704
24,1.9156579108365082,ts-cancel-service,1567085040.0,0.3145904541015625,789409792,0.0,0.0,8269.967046512213,2259.3766508188064
25,2.3227944885543303,ts-cancel-service,1567085100.0,0.3146553039550781,789237760,0.0,0.0,11954.060072782573,3261.1699527456412
26,1.8823725858988363,ts-cancel-service,1567085160.0,0.3146400451660156,789262336,0.0,0.0,10337.249356779857,2841.6934232069566
27,2.617216238003002,ts-cancel-service,1567085220.0,0.31468963623046875,789368832,0.0,0.0,14510.174276029691,8935.444845287791
28,2.428772765550716,ts-cancel-service,1567085280.0,0.3143310546875,788983808,0.0,0.0,10130.786564327487,2718.9257894736847
29,3.4028334624880188,ts-cancel-service,1567085340.0,0.3139915466308594,787795968,0.0,0.0,19237.20942367398,5287.989077026098
30,3.146828156804461,ts-cancel-service,1567085400.0,0.31420135498046875,788246528,0.0,0.0,17288.389327450957,4686.366847186249
0,18.114082388416193,ts-seat-service,1567083600.0,0.3143196105957031,793300992,0.0,0.0,131548.7509332108,44354.976167231376
1,14.676596481678693,ts-seat-service,1567083660.0,0.31414031982421875,793088000,0.0,0.0,107918.41317365269,37205.47507925325
2,16.151891124388758,ts-seat-service,1567083720.0,0.3143119812011719,793280512,0.0,0.0,128954.51032483998,37540.32121724429
3,16.076196251430655,ts-seat-service,1567083780.0,0.3143463134765625,793337856,0.0,0.0,122216.32488526896,35776.08839459214
4,15.01980441481163,ts-seat-service,1567083840.0,0.31464385986328125,793993216,0.0,0.0,110407.62959393408,31143.14093801323
5,17.925621698667893,ts-seat-service,1567083900.0,0.3147773742675781,795013120,0.0,0.0,124400.28074381338,34979.85899720833
6,19.377956170893682,ts-seat-service,1567083960.0,0.3166694641113281,798826496,0.0,0.0,116295.8605623189,34393.88003843817
7,14.670574064063214,ts-seat-service,1567084020.0,0.3175392150878906,800333824,0.0,0.0,122387.00192639157,36034.00219368992
8,15.290559097425248,ts-seat-service,1567084080.0,0.31658935546875,798294016,0.0,0.0,124904.36175894605,37159.70268826776
9,15.194277574865959,ts-seat-service,1567084140.0,0.3166351318359375,798392320,0.0,0.0,104768.93574276815,34668.476110271215
10,13.242212447463789,ts-seat-service,1567084200.0,0.31708526611328125,799358976,0.0,0.0,89995.37577345694,27597.306938541828
11,16.836829343183922,ts-seat-service,1567084260.0,0.31623077392578125,797523968,0.0,0.0,114159.90836197023,32488.461244749906
12,16.05297749254521,ts-seat-service,1567084320.0,0.316253662109375,797052928,0.0,0.0,106951.5555561894,33976.054388565084
13,15.217421062825684,ts-seat-service,1567084380.0,0.3157615661621094,796495872,0.0,0.0,118942.74009930414,37816.579950805135
14,13.922518286488476,ts-seat-service,1567084440.0,0.31642913818359375,797949952,0.0,0.0,110460.79895272966,32239.25627441756
15,15.864894299046659,ts-seat-service,1567084500.0,0.31661224365234375,798343168,0.0,0.0,124692.41703027899,36921.272422759925
16,16.98027967554503,ts-seat-service,1567084560.0,0.31694793701171875,799084544,0.0,0.0,123751.60940104285,36941.67928192425
17,15.023995593006292,ts-seat-service,1567084620.0,0.3167457580566406,798666752,0.0,0.0,95268.59724961032,27601.267845287497
18,16.739606132638883,ts-seat-service,1567084680.0,0.3168182373046875,798781440,0.0,0.0,109421.4251043588,31859.382584215127
19,15.457706523767747,ts-seat-service,1567084740.0,0.3168182373046875,798785536,0.0,0.0,115292.46500768876,34778.900225612015
20,16.714588764458476,ts-seat-service,1567084800.0,0.31690216064453125,798965760,0.0,0.0,125202.6444422015,35944.19852061194
21,16.09939089909886,ts-seat-service,1567084860.0,0.3169059753417969,798973952,0.0,0.0,122112.63018585648,35876.56366879567
22,17.452873047078963,ts-seat-service,1567084920.0,0.3170585632324219,799186944,0.0,0.0,126461.97148335897,36964.771885857495
23,13.202533537338104,ts-seat-service,1567084980.0,0.31696319580078125,799105024,0.0,0.0,110692.79814998349,32389.47252505231
24,14.695563010054432,ts-seat-service,1567085040.0,0.3178253173828125,800956416,0.0,0.0,87616.55951373644,24798.97498129703
25,14.588848479550398,ts-seat-service,1567085100.0,0.3186683654785156,802795520,0.0,0.0,108831.11396924306,31397.212582186694
26,17.042483917630253,ts-seat-service,1567085160.0,0.3188323974609375,803086336,0.0,0.0,122259.51095361395,35489.12592016543
27,14.305524209437475,ts-seat-service,1567085220.0,0.3187980651855469,803045376,0.0,0.0,107504.44444444445,36688.67946480512
28,14.694700854569435,ts-seat-service,1567085280.0,0.318878173828125,802983936,0.0,0.0,111590.34136415785,33087.267571487326
29,15.676276846472526,ts-seat-service,1567085340.0,0.31890869140625,803282944,0.0,0.0,120228.86718369732,37742.13367080941
30,14.46601405446465,ts-seat-service,1567085400.0,0.3189239501953125,803442688,0.0,0.0,109337.85283684086,34269.49443948726
0,1.7737592810877378,ts-route-plan-service,1567083600.0,0.2715110778808594,695517184,0.0,0.0,11245.525245143486,7837.850808782626
1,2.0385434364548547,ts-route-plan-service,1567083660.0,0.2714424133300781,695365632,0.0,0.0,10060.296555122519,7568.113604802221
2,2.0195445633380853,ts-route-plan-service,1567083720.0,0.2714424133300781,695369728,0.0,0.0,10643.035954392906,2735.2558566634234
3,1.6381786792149446,ts-route-plan-service,1567083780.0,0.2714424133300781,695369728,0.0,0.0,8754.100975665748,2295.11013744161
4,1.6872261541673566,ts-route-plan-service,1567083840.0,0.27147674560546875,695439360,0.0,0.0,9230.28394214884,2401.3061918517587
5,1.9598386569770765,ts-route-plan-service,1567083900.0,0.2714729309082031,695435264,0.0,0.0,11193.150729724131,2952.67420188126
6,2.1814861084903248,ts-route-plan-service,1567083960.0,0.2716865539550781,695889920,0.0,0.0,11807.939625350175,3100.989960820282
7,2.0063845155709044,ts-route-plan-service,1567084020.0,0.2716865539550781,695762944,0.0,0.0,10331.219186200462,2759.516814404781
8,1.6154029740391023,ts-route-plan-service,1567084080.0,0.2716865539550781,695779328,0.0,0.0,8395.664036191687,2226.950027491997
9,1.523240935034289,ts-route-plan-service,1567084140.0,0.2716865539550781,695767040,0.0,0.0,8484.687862341789,2152.7803490173533
10,1.418694459762462,ts-route-plan-service,1567084200.0,0.2716865539550781,695767040,0.0,0.0,6866.028189374774,1672.0756535357186
11,1.6816242481574157,ts-route-plan-service,1567084260.0,0.2715034484863281,695369728,0.0,0.0,8433.354851918264,2180.4462588412475
12,0.8507766187499044,ts-route-plan-service,1567084320.0,0.27150726318359375,695586816,0.0,0.0,9406.449741894321,2494.913288092338
13,1.7166125042404314,ts-route-plan-service,1567084380.0,0.2716712951660156,695787520,0.0,0.0,10017.907816665234,2561.4627225040845
14,1.5184880685464617,ts-route-plan-service,1567084440.0,0.2716102600097656,695566336,0.0,0.0,9377.548746518105,2407.064066852368
15,2.3649219637503887,ts-route-plan-service,1567084500.0,0.271514892578125,695541760,0.0,0.0,10708.483030235688,2763.151721668704
16,1.5880511909690493,ts-route-plan-service,1567084560.0,0.2715301513671875,695558144,0.0,0.0,9665.505331470544,2581.0973533715674
17,1.7298527833454682,ts-route-plan-service,1567084620.0,0.2715339660644531,695549952,0.0,0.0,8463.206349456934,2227.0988428264714
18,1.9424629121189412,ts-route-plan-service,1567084680.0,0.2718009948730469,695894016,0.0,0.0,9450.327319623757,2434.010401334511
19,1.763069322041199,ts-route-plan-service,1567084740.0,0.27175140380859375,696020992,0.0,0.0,10105.569753457607,2670.578397474443
20,1.9267189322441445,ts-route-plan-service,1567084800.0,0.2719535827636719,696451072,0.0,0.0,10167.868390892767,2695.8660085008078
21,1.7712771251215675,ts-route-plan-service,1567084860.0,0.27156829833984375,695627776,0.0,0.0,11144.166593803737,2878.15860802658
22,1.9595769823166982,ts-route-plan-service,1567084920.0,0.27156829833984375,695463936,0.0,0.0,11582.299525182936,3164.6620234511774
23,1.7448078073752804,ts-route-plan-service,1567084980.0,0.27158355712890625,695492608,0.0,0.0,10394.527468677687,2712.9686822963245
24,1.5745887622432297,ts-route-plan-service,1567085040.0,0.2718544006347656,696074240,0.0,0.0,9402.619168708678,2399.2671875722413
25,1.7765480032616736,ts-route-plan-service,1567085100.0,0.2715873718261719,695500800,0.0,0.0,9851.03617807957,2631.8923221068117
26,1.8781526328274691,ts-route-plan-service,1567085160.0,0.27158355712890625,695525376,0.0,0.0,12113.517195821805,7806.944387102101
27,1.5367699335248035,ts-route-plan-service,1567085220.0,0.27158355712890625,695562240,0.0,0.0,9765.999608290416,7625.928870148273
28,1.838666557391672,ts-route-plan-service,1567085280.0,0.2716026306152344,695595008,0.0,0.0,9448.966535433072,2412.46062992126
29,2.3063534520923317,ts-route-plan-service,1567085340.0,0.27161407470703125,695627776,0.0,0.0,10149.954863461975,2622.3651545926427
30,1.4394148124999617,ts-route-plan-service,1567085400.0,0.2716026306152344,695599104,0.0,0.0,6112.5,1563.225
0,0.44728414031029995,ts-admin-user-service,1567083600.0,0.28421783447265625,721268736,0.0,0.0,1966.9079368265238,360.42500344970335
1,0.5185228243998262,ts-admin-user-service,1567083660.0,0.28421783447265625,721313792,0.0,0.0,2368.8914076463666,5454.411700597237
2,0.7535089594503143,ts-admin-user-service,1567083720.0,0.2842597961425781,721358848,0.0,0.0,2166.4026882986236,383.639048821729
3,0.6724387392601827,ts-admin-user-service,1567083780.0,0.28426361083984375,721367040,0.0,0.0,2794.7929605352156,668.5769803106515
